objectsCount time allocatedMemory usedMemory commandType
499 4.812e-05 36864 35928 ALLOCATE
500 4.841e-05 36864 36000 ALLOCATE
501 0.000336917 36864 36072 ALLOCATE
502 5.9641e-05 36864 36144 ALLOCATE
503 4.8721e-05 36864 36216 ALLOCATE
504 0.000106819 36864 36288 ALLOCATE
505 5.4491e-05 40960 36360 ALLOCATE
506 4.9151e-05 40960 36432 ALLOCATE
507 4.9022e-05 40960 36504 ALLOCATE
508 6.0793e-05 40960 36576 ALLOCATE
509 4.8981e-05 40960 36648 ALLOCATE
510 4.847e-05 40960 36720 ALLOCATE
511 6.1164e-05 40960 36792 ALLOCATE
512 6.0412e-05 40960 36864 ALLOCATE
513 5.5403e-05 40960 36936 ALLOCATE
514 6.1624e-05 40960 37008 ALLOCATE
515 4.9472e-05 40960 37080 ALLOCATE
516 4.8951e-05 40960 37152 ALLOCATE
517 0.000309826 40960 37224 ALLOCATE
518 6.0843e-05 40960 37296 ALLOCATE
519 6.1174e-05 40960 37368 ALLOCATE
520 5.0123e-05 40960 37440 ALLOCATE
521 6.1474e-05 40960 37512 ALLOCATE
522 4.9943e-05 40960 37584 ALLOCATE
523 4.9633e-05 40960 37656 ALLOCATE
524 6.1254e-05 40960 37728 ALLOCATE
525 4.9151e-05 40960 37800 ALLOCATE
526 4.9192e-05 40960 37872 ALLOCATE
527 4.868e-05 40960 37944 ALLOCATE
528 4.868e-05 40960 38016 ALLOCATE
529 4.9001e-05 40960 38088 ALLOCATE
530 6.3418e-05 40960 38160 ALLOCATE
531 5.7487e-05 40960 38232 ALLOCATE
532 5.2688e-05 40960 38304 ALLOCATE
533 5.0474e-05 40960 38376 ALLOCATE
534 5.2458e-05 40960 38448 ALLOCATE
535 5.1767e-05 40960 38520 ALLOCATE
536 4.9762e-05 40960 38592 ALLOCATE
537 5.345e-05 40960 38664 ALLOCATE
538 4.9943e-05 40960 38736 ALLOCATE
539 4.9221e-05 40960 38808 ALLOCATE
540 4.9012e-05 40960 38880 ALLOCATE
541 0.000103313 40960 38952 ALLOCATE
542 4.9061e-05 40960 39024 ALLOCATE
543 6.1735e-05 40960 39096 ALLOCATE
544 5.4221e-05 40960 39168 ALLOCATE
545 9.2773e-05 40960 39240 ALLOCATE
546 5.371e-05 40960 39312 ALLOCATE
547 5.0053e-05 40960 39384 ALLOCATE
548 6.2316e-05 40960 39456 ALLOCATE
549 5.0043e-05 40960 39528 ALLOCATE
550 4.9693e-05 40960 39600 ALLOCATE
551 4.9742e-05 40960 39672 ALLOCATE
552 5.3931e-05 40960 39744 ALLOCATE
553 5.3409e-05 40960 39816 ALLOCATE
554 5.1075e-05 40960 39888 ALLOCATE
555 5.0634e-05 40960 39960 ALLOCATE
556 5.0103e-05 40960 40032 ALLOCATE
557 5.0575e-05 40960 40104 ALLOCATE
558 6.3328e-05 40960 40176 ALLOCATE
559 5.0514e-05 40960 40248 ALLOCATE
560 5.0204e-05 40960 40320 ALLOCATE
561 5.2007e-05 45056 40392 ALLOCATE
562 6.3679e-05 45056 40464 ALLOCATE
563 5.1115e-05 45056 40536 ALLOCATE
564 5.1646e-05 45056 40608 ALLOCATE
565 6.486e-05 45056 40680 ALLOCATE
566 5.2468e-05 45056 40752 ALLOCATE
567 5.3149e-05 45056 40824 ALLOCATE
568 5.3169e-05 45056 40896 ALLOCATE
569 5.4041e-05 45056 40968 ALLOCATE
570 5.8759e-05 45056 41040 ALLOCATE
571 5.5263e-05 45056 41112 ALLOCATE
572 6.9509e-05 45056 41184 ALLOCATE
573 5.9982e-05 45056 41256 ALLOCATE
574 7.8356e-05 45056 41328 ALLOCATE
575 6.5392e-05 45056 41400 ALLOCATE
576 7.1402e-05 45056 41472 ALLOCATE
577 7.1233e-05 45056 41544 ALLOCATE
578 5.7927e-05 45056 41616 ALLOCATE
579 5.7928e-05 45056 41688 ALLOCATE
580 7.3557e-05 45056 41760 ALLOCATE
581 5.8949e-05 45056 41832 ALLOCATE
582 7.4488e-05 45056 41904 ALLOCATE
583 6.4781e-05 45056 41976 ALLOCATE
584 7.5892e-05 45056 42048 ALLOCATE
585 0.000221412 45056 42120 ALLOCATE
